icp_category,supply_cell,salary_mid_usd,title,org,location,experience,salary_text,role_type,posted,skills,icp_reason,description
B,ai-research,307500,"Safeguards Enforcement Analyst, Violence and Extremism",Anthropic,"Remote (USA)San Francisco Bay Area, USANew York, NY, USAWashington, DC metro area, USA",Mid (5–9 years experience),"$285,000 – $330,000",Full-time,27 July 2026,"Software engineering, Other","frontier lab - in-house talent teams, agency-selective",Build workflows to assess AI model behavior and identify misuse attempts in violence and extremism.
B,cyber-offensive,275000,Insider Risk Investigator,Anthropic,"New York, NY, USAWashington, DC metro area, USABoston metro area, USA",Mid (5–9 years experience),"$245,000 – $305,000",Full-time,6 August 2026,Information security,"frontier lab - in-house talent teams, agency-selective",Conduct insider risk investigations protecting Anthropic's critical assets through technical and human intelligence.
B,ai-research,265000,"Safeguards Enforcement Analyst, Radiological and Nuclear Harms",Anthropic,"San Francisco Bay Area, USANew York, NY, USAWashington, DC metro area, USA",Mid (5–9 years experience),"$245,000 – $285,000",Full-time,4 August 2026,"Strategy, Research","frontier lab - in-house talent teams, agency-selective",Enforce policies protecting against AI misuse for radiological and nuclear harms and investigate violations.
B,ai-research,253500,"Research Scientist, Frontier Safety Framework Risk Modelling and Governance",Google DeepMind,"New York, NY, USALondon, UKSan Francisco Bay Area, USA",Junior (1–4 years experience),"$207,000 – $300,000",Full-time,26 August 2026,"Research, Strategy","frontier lab - in-house talent teams, agency-selective",Lead governance research and risk modeling for the Frontier Safety Framework addressing severe frontier AI risks.
B,ai-research,253500,"Research Scientist, Safety Oversight",Google DeepMind,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$207,000 – $300,000",Full-time,20 August 2026,"Research, Software engineering","frontier lab - in-house talent teams, agency-selective",Build systems to detect AI model misbehavior and misuse in production to ensure safe deployment.
B,ai-research,213000,"Research Engineer, AGI Safety and Alignment",Google DeepMind,"San Francisco Bay Area, USANew York, NY, USA",Junior (1–4 years experience),"$174,000 – $252,000",Full-time,21 August 2026,"Research, Software engineering","frontier lab - in-house talent teams, agency-selective",Conduct research on AGI safety and alignment to reduce existential risks from artificial general intelligence.
B,nonprofit-ops-exec,129000,Operations Generalist,Constellation,"San Francisco Bay Area, USA",Mid (5–9 years experience),"$100,000 – $158,000",Full-time,1 September 2026,Operations,"real vacancy but $129,000 mid is under the fee bar","Support the research center by managing capacity planning, office space allocation, and operations improvements."
B,ai-research,127500,"Research Manager, Talent Development Team",GovAI,"Washington, DC metro area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$105,000 – $150,000",Full-time,24 August 2026,"Operations, Management, Research","real vacancy but $127,500 mid is under the fee bar","Manage around 10 Seasonal Fellows per cohort, supporting their research projects and career development."
B,nonprofit-ops-exec,125500,"Manager / Associate / Senior Associate, Special Projects",Institute forAI Policy and Strategy,"Washington, DC metro area, USASan Francisco Bay Area, USALondon, UK","Junior (1–4 years experience), Mid (5–9 years experience)","$86,000 – $165,000",Full-time,12 August 2026,"Strategy, Policy, Operations, Management","real vacancy but $125,500 mid is under the fee bar",Turn loosely scoped ideas into executed programs that expand IAPS's AI policy portfolio.
B,comms-marketing,125000,Policy Advisor,Control AI,"Washington, DC metro area, USA",Multiple experience levels,"$90,000 – $160,000",Full-time,17 August 2026,"Policy, Communications","real vacancy but $125,000 mid is under the fee bar",Brief members of Congress and the broader US government on the national security threat posed by superintelligent AI.
B,nonprofit-ops-exec,125000,Workshop Lead,Cambridge Boston Alignment Initiative,"Boston metro area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$100,000 – $150,000",Full-time,11 August 2026,Operations,"real vacancy but $125,000 mid is under the fee bar",Own end-to-end planning and execution of Harvard-MIT AI safety workshops held 8 times yearly.
B,nonprofit-ops-exec,124662,Finance and Compliance Manager,Safe AI Forum,"Remote (Europe)Remote (UK)Remote (USA)Remote (Canada)London, UK","Junior (1–4 years experience), Mid (5–9 years experience)","£105,268 – £122,690; $157,718 – $183,821; 219,712 CAD – 243,880 CAD; €121,314 – €134,658",Full-time,26 August 2026,Finance,"real vacancy but $124,662 mid is under the fee bar",Build SAIF's finance and compliance systems as the organisation scales across multiple jurisdictions.
B,nonprofit-ops-exec,120000,Portfolio Manager,Berkeley Existential Risk Initiative,Remote (Global),"Junior (1–4 years experience), Mid (5–9 years experience)","$90,000 – $150,000",Full-time,26 August 2026,Operations,"real vacancy but $120,000 mid is under the fee bar","Serve as a fractional COO for BERI's research projects, acting as their primary operational contact."
B,comms-marketing,120000,"Engagement Manager, AI Risk",Good Impressions Media,Remote (Global),Mid (5–9 years experience),"$80,000 – $160,000",Full-time,31 July 2026,Communications,"real vacancy but $120,000 mid is under the fee bar",Lead paid advertising campaigns to educate decision makers on AI risk and recruit program participants.
B,comms-marketing,117500,Communications Specialist,Epoch AI,Remote (Global),Junior (1–4 years experience),"$95,000 – $140,000",Full-time,10 August 2026,Communications,"real vacancy but $117,500 mid is under the fee bar","Execute Epoch AI's communications strategy across media, newsletters, social channels, and paid campaigns."
B,nonprofit-ops-exec,112500,Operations Manager,Collider,"New York, NY, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$100,000 – $125,000",Full-time,23 July 2026,Operations,"real vacancy but $112,500 mid is under the fee bar",Build and scale operational systems that keep the hub functioning with seamless member experience and efficient team operations.
B,cyber-offensive,110000,"Tech Lead, GenAI Safety",Alice,"New York, NY, USA",Mid (5–9 years experience),"$105,000 – $115,000",Full-time,30 July 2026,"Research, Management, Information security","real vacancy but $110,000 mid is under the fee bar",Lead GenAI safety efforts by writing adversarial prompts and identifying model vulnerabilities.
B,nonprofit-ops-exec,107500,Business Operations Associate / Senior Business Operations Associate,FAR AI,"San Francisco Bay Area, USA",Junior (1–4 years experience),"$90,000 – $125,000",Full-time,1 September 2026,"Operations, Finance","real vacancy but $107,500 mid is under the fee bar","Own FAR.AI's core operations across compliance, finance, HR, IT, and special projects as the organisation scales."
B,nonprofit-ops-exec,105000,Executive Admin,SL5 TaskForce,"San Francisco Bay Area, USA","Entry-level, Junior (1–4 years experience)","$80,000 – $130,000",Full-time,18 August 2026,Operations,"real vacancy but $105,000 mid is under the fee bar","Support the CEO by managing calendar, communications, and administrative operations."
B,nonprofit-ops-exec,102600,Operations Lead,Outcapped,Remote (Global),Mid (5–9 years experience),€40 – €55 per hour,Full-time,25 August 2026,"Operations, Management","real vacancy but $102,600 mid is under the fee bar","Own operational delivery for multiple mission-driven client organizations, personally executing compliance, HR, finance, and governance functions."
B,nonprofit-ops-exec,100000,"Coordinator / Specialist, People Operations",Constellation,"San Francisco Bay Area, USA",Junior (1–4 years experience),"$80,000 – $120,000",Full-time,30 July 2026,Operations,"real vacancy but $100,000 mid is under the fee bar","Manage the day-to-day People Operations function, supporting onboarding, HRIS, benefits, compliance, and recruiting."
B,nonprofit-ops-exec,95885,"Production Coordinator / Associate, Studio Team","80,000Hours","London, UKRemote (UK)","Entry-level, Junior (1–4 years experience)","£67,000 – £84,000",Full-time,5 August 2026,Operations,"real vacancy but $95,885 mid is under the fee bar","Coordinate the podcast editing pipeline, assigning episodes, tracking capacity, and supporting technical recordings."
B,ai-research,95250,Software Engineer,PauseAI,"London, UKUK",Junior (1–4 years experience),"£50,000 – £100,000",Full-time,1 September 2026,Software engineering,"real vacancy but $95,250 mid is under the fee bar",Be a full-stack solo developer building a complex web application that manages campaigns by integrating diverse data sources.
B,ai-research,95250,"Research Manager, AI",ERA,"Cambridge, UK","Junior (1–4 years experience), Mid (5–9 years experience)","£60,000 – £90,000","Full-time, Part-time",13 August 2026,"Research, Management","real vacancy but $95,250 mid is under the fee bar",Guide ERA:AI fellows to scope and dir
B,ai-research,95250,"Research Manager, AIxBio",ERA,"Cambridge, UK","Junior (1–4 years experience), Mid (5–9 years experience)","£60,000 – £90,000","Full-time, Part-time",13 August 2026,"Research, Management","real vacancy but $95,250 mid is under the fee bar","Support the AIxBio fellowship programme by guiding fellows in scoping projects and translating ambitious ideas into rigorous, decision-relevant work."
B,nonprofit-ops-exec,88900,Operations Associate / Specialist,AI Whistleblower Initiative,"London, UK","Junior (1–4 years experience), Mid (5–9 years experience)","£65,000 – £75,000",Full-time,25 August 2026,"Operations, Finance","real vacancy but $88,900 mid is under the fee bar","Build operational foundations for a scaling organization, managing processes across distributed teams and time zones."
B,comms-marketing,87500,Digital Campaigns Manager,Humans in Control,Remote (USA),Junior (1–4 years experience),"$80,000 – $95,000",Full-time,24 August 2026,Communications,"real vacancy but $87,500 mid is under the fee bar",Build and run campaigns that turn public concern about AI into organized action.
B,nonprofit-ops-exec,87500,IT Coordinator / IT Specialist,Constellation,"San Francisco Bay Area, USA",Junior (1–4 years experience),"$70,000 – $105,000",Full-time,19 August 2026,Operations,"real vacancy but $87,500 mid is under the fee bar",Provide hands-on IT support and maintain shared workspace operations for over 200 weekly users.
B,nonprofit-ops-exec,85725,Office Manager,MATS Research,"London, UK",Junior (1–4 years experience),"£55,000 – £80,000",Full-time,20 July 2026,Operations,"real vacancy but $85,725 mid is under the fee bar","Be the operational backbone of the office, in order to keep the London workspace running smoothly."
B,nonprofit-ops-exec,85725,Executive Business Partner,MATS Research,"London, UK","Junior (1–4 years experience), Mid (5–9 years experience)","£55,000 – £80,000",Full-time,20 July 2026,Operations,"real vacancy but $85,725 mid is under the fee bar",Be the operational backbone for three senior leaders at MATS.
B,nonprofit-ops-exec,82674,"AI Governance Roles, European Team",TheFuture Society,"Brussels, BelgiumRemote (Europe)",Multiple experience levels,"€53,900 – $99,200",Full-time,27 August 2026,"Policy, Research, Management","real vacancy but $82,674 mid is under the fee bar","Support European AI governance policy research, advocacy and stakeholder engagement activities."
B,comms-marketing,80000,Social Media Manager,The Alliance for SecureAI,"Washington, DC metro area, USA",Junior (1–4 years experience),"$70,000 – $90,000",Full-time,25 August 2026,Communications,"real vacancy but $80,000 mid is under the fee bar","Manage The Alliance's social media presence, turning complex AI policy into compelling content for diverse audiences."
B,nonprofit-ops-exec,80000,Executive Assistant,The AI PolicyNetwork,"Washington, DC metro area, USA",Entry-level,"$65,000 – $95,000",Full-time,4 August 2026,Operations,"real vacancy but $80,000 mid is under the fee bar",Work directly with the Executive Director to protect his time and keep leadership running smoothly.
B,comms-marketing,76356,"Policy Expert, AI in Europe",The School for Moral Ambition,"Brussels, BelgiumParis, France",Mid (5–9 years experience),"€66,400 – €75,000",Full-time,1 September 2026,"Policy, Communications","real vacancy but $76,356 mid is under the fee bar",Help make sure top talent works on the future of AI and on getting expertise in front of the people writing the rules concerning AI.
B,nonprofit-ops-exec,70000,Executive Assistant to Cameron Berg,Reciprocal Research,Remote (Global),Junior (1–4 years experience),$30 – $40 per hour,Full-time,28 August 2026,Operations,"real vacancy but $70,000 mid is under the fee bar","Manage Cameron Berg's inbox, his voice on LinkedIn, and direct coordination with press, podcast hosts, and collaborators."
B,nonprofit-ops-exec,70000,Community and Events Associate,Collider,"New York, NY, USA",Junior (1–4 years experience),"$60,000 – $80,000",Full-time,24 August 2026,Operations,"real vacancy but $70,000 mid is under the fee bar","Manage day-to-day office operations, coordinate events, and build community for a mission-driven organization."
B,nonprofit-ops-exec,69850,Operations Specialist,PauseAI,"London, UKUK","Junior (1–4 years experience), Mid (5–9 years experience)","£30,000 – £80,000","Part-time, Full-time",1 September 2026,Operations,"real vacancy but $69,850 mid is under the fee bar","Manage operational and administrative foundations including tax compliance, event logistics and organisational systems."
B,nonprofit-ops-exec,59400,Research Operations Lead,Safe AI Netherlands,"Amsterdam, Netherlands","Junior (1–4 years experience), Mid (5–9 years experience)","€50,000 – €60,000",Full-time,1 September 2026,"Operations, Strategy, Management","real vacancy but $59,400 mid is under the fee bar","Lead the Research Hub end-to-end, connecting Dutch researchers with supervisors to conduct and publish AI safety research."
B,nonprofit-ops-exec,56700,Operations Manager,General-Purpose AI Policy Lab,"Paris, France",Mid (5–9 years experience),"€45,000 – €60,000",Full-time,21 July 2026,"Operations, Finance","real vacancy but $56,700 mid is under the fee bar",Manage oper
B,comms-marketing,54400,Associate Editor,Lawfare Institute,Remote (USA),Entry-level,"$48,800 – $60,000",Full-time,30 July 2026,"Other, Communications","real vacancy but $54,400 mid is under the fee bar","Focus on how artificial intelligence increasingly intersects with national security relevant domains, as well as law and policy."
B,nonprofit-ops-exec,53975,Community Organiser,PauseAI,"London, UKUK",Junior (1–4 years experience),"£25,000 – £60,000","Part-time, Full-time",1 September 2026,Operations,"real vacancy but $53,975 mid is under the fee bar",Work with volunteers to maximise their impact through PauseAI initiatives.
B,ai-research,47692,"Research Assistant, AI Safety","Oxford University, Department of Compute","Oxford, UK",Entry-level,"£35,681 – £39,424",Full-time,25 August 2026,"Research, Software engineering","real vacancy but $47,692 mid is under the fee bar",
B,nonprofit-ops-exec,47450,Workspace and Design Coordinator,TrajectoryLabs,"Toronto, Canada","Junior (1–4 years experience), Mid (5–9 years experience)","$50,000 – $80,000 CAD",Full-time,31 August 2026,Operations,"real vacancy but $47,450 mid is under the fee bar",Cultivate and maintain a high-functioning workspace that supports diverse practitioner needs and preferences.
B,nonprofit-ops-exec,47450,Data and Finance Assistant / Associate,TrajectoryLabs,"Toronto, Canada","Junior (1–4 years experience), Mid (5–9 years experience)","$50,000 – $80,000 CAD",Full-time,31 August 2026,"Operations, Finance","real vacancy but $47,450 mid is under the fee bar",Organize and manage data systems to support decision-making across operations and finance.
B,ai-research,20000,Corrigibility Research Fund,Lightcone Infrastructure,Remote (Global),Multiple experience levels,"$5,000 – $35,000 grant",Funding,17 August 2026,Research,"real vacancy but $20,000 mid is under the fee bar",Funds research on AI systems that advances understanding of AI corrigibility.
B,ai-research,19050,LASR Labs Programme (Winter 2027),London AI Safety Research Labs,"London, UK","Entry-level, Junior (1–4 years experience)","£15,000 stipend","Full-time, Other",20 August 2026,"Research, Software engineering","real vacancy but $19,050 mid is under the fee bar",Work in a team of three to four to develop an AI safety research project from proposal to publication over 13 weeks.
B,ai-research,10000,"Request for Proposals, AI Safety Grant",Foresight Institute,Remote (Global),Multiple experience levels,"Starting: $10,000 award",Funding,6 August 2026,Research,"real vacancy but $10,000 mid is under the fee bar",Grants are awarded for projects in two AI safety-relevant areas: secure AI and neurotechnology for safe AI.
B,comms-marketing,2000,"Distributed Organizer, Contractor",New Movement Organization for AIRegulation,Remote (USA),Junior (1–4 years experience),"$2,000 per week",Full-time,17 August 2026,Communications,"real vacancy but $2,000 mid is under the fee bar",Recruit and coach student leaders to organise AI walkout campaigns on college campuses as part of a national movement.
B,cyber-offensive,0,Platform Engineer,LawZero,"Montreal, Canada","Junior (1–4 years experience), Mid (5–9 years experience)",,Full-time,31 August 2026,"Software engineering, Information security","real vacancy, salary unknown - verify before working","Own the platform layer between researchers and GPU infrastructure, managing Kubernetes, CI/CD, and cloud environments."
B,cyber-offensive,0,Security Research Engineer,AI Verification and Evaluation Research Institute,Remote (USA)Remote (Mexico)Remote (Canada),Mid (5–9 years experience),,Full-time,31 August 2026,Information security,"real vacancy, salary unknown - verify before working",Conduct security research to develop and define AI auditing methodologies within this emerging field.
B,cyber-offensive,0,AI Cyber Red Teamer,"Trajectory Labs, PBC",Remote (Global),"Junior (1–4 years experience), Mid (5–9 years experience)",,Full-time,28 August 2026,Information security,"real vacancy, salary unknown - verify before working",Attack the cyber safeguards of frontier AI models to find vulnerabilities and help train them out.
B,ai-research,0,"Research Engineer, AGI Safety and Alignment, London",Google DeepMind,"London, UK",Junior (1–4 years experience),,Full-time,27 August 2026,"Research, Software engineering","real vacancy, salary unknown - verify before working",Research and develop techniques to improve the safety and alignment of frontier AI systems.
B,comms-marketing,0,"Team Member, Lab Engagement",Encode,"Washington, DC metro area, USASan Francisco Bay Area, USA",Junior (1–4 years experience),,Full-time,25 August 2026,Communications,"real vacancy, salary unknown - verify before working","Coordinate Encode's SF lab engagement, building systems to amplify employee voices."
B,ai-research,0,"Postdoc, Mechanistic Understanding of AI Reasoning","University ofCopenhagen, Department of Computer Science","Copenhagen, Denmark",Junior (1–4 years experience),,Full-time,20 August 2026,Research,"real vacancy, salary unknown - verify before working",Conduct postdoctoral research on mechanistic interpretability and AI reasoning in the ERC-funded ExplainYourself project.
B,nonprofit-ops-exec,0,Head of Operations,AIGSCanada,"Ottawa, CanadaMontreal, CanadaToronto, Canada",Mid (5–9 years experience),,Full-time,19 August 2026,"Operations, Finance","real vacancy, salary unknown - verify before working","Build AIGS's operational backbone, establishing finance, teams, compliance, and tech infrastructure."
B,cyber-offensive,0,AI Security Researcher,MiniMax,"Beijing, ChinaShanghai, China",Mid (5–9 years experience),,Full-time,19 August 2026,"Research, Information security","real vacancy, salary unknown - verify before working",Combine security expertise with large language models to build AI security capabilities through standardized datasets and benchmarks.
B,cyber-offensive,0,"Principal Researcher, AI Security",Alice,"Tel Aviv, Israel",Mid (5–9 years experience),,Full-time,19 August 2026,"Strategy, Management, Information security","real vacancy, salary unknown - verify before working","Lead and scale multidisciplinary AI security teams focused on red teaming, adversarial testing, and AI vulnerability research."
B,comms-marketing,0,Head of Communications,AIGSCanada,"Ottawa, CanadaMontreal, CanadaToronto, Canada",Mid (5–9 years experience),,Full-time,19 August 2026,Communications,"real vacancy, salary unknown - verify before working",Lead all communications to amplify AIGS's profile as Canada's leading AI policy voice.
B,nonprofit-ops-exec,0,Business Operations Generalist,Constellation,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)",,Full-time,19 August 2026,"Operations, Finance","real vacancy, salary unknown - verify before working","Support accounting, finance, compliance, and audit processes while building scalable operational systems."
B,cyber-offensive,0,Associate AI Red Team Engineer,"Carnegie Mellon University, Software Engineering InstituteRe","Pittsburgh, PA, USA","Entry-level, Junior (1–4 years experience)",,Full-time,19 August 2026,"Software engineering, Information security","real vacancy, salary unknown - verify before working",d team real-world AI-enabled systems in support of national security objectives.
B,ai-research,0,"Project Manager, Pilot Audits",AI Verification and Evaluation Research Institute,Remote (USA),"Junior (1–4 years experience), Mid (5–9 years experience)",,Full-time,19 August 2026,"Research, Strategy, Operations","real vacancy, salary unknown - verify before working",Lead pilot audit projects to establish frontier AI auditing as a new professional discipline.
B,cyber-offensive,0,Member of Technical Staff,Lucid Computing,"London, UKSan Francisco Bay Area, USA",Multiple experience levels,,Full-time,17 August 2026,"Software engineering, Information security, Engineering","real vacancy, salary unknown - verify before working",Build verifiable compute infrastructure producing cryptographic evidence about AI hardware operations and integrity.
B,ai-research,0,"Grant, Transformative AI Fund",Centre for Effective Altruism,Remote (Global),Multiple experience levels,,Funding,12 August 2026,"Strategy, Research","real vacancy, salary unknown - verify before working","Early-stage grants to individuals, new organizations, and existing organizations with new projects, addressing transformative AI, with a primary focus on reducing global catastrophic risks from advanced AI systems."
B,ai-research,0,Research Scientist,Faculty,"London, UK","Junior (1–4 years experience), Mid (5–9 years experience)",,Full-time,10 August 2026,"Research, Software engineering","real vacancy, salary unknown - verify before working",Conduct original technical research in AI safety by designing and executing experiments to study model behavior.
B,cyber-offensive,0,"Team Member, AIUC-1 Standard",Artificial Intelligence Underwriting Company,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)",,Full-time,10 August 2026,"Research, Strategy, Information security","real vacancy, salary unknown - verify before working","Lead theAIUC-1 standard, shaping security controls with 250 Fortune 1000 consortium members."
B,cyber-offensive,0,AI Security Researcher,"Carnegie Mellon University, Software EngineeringInstitute","Pittsburgh, PA, USA","Junior (1–4 years experience), Mid (5–9 years experience)",,Full-time,4 August 2026,"Research, Information security","real vacancy, salary unknown - verify before working","Advance AI security through vulnerability discovery, robustness analysis, and development of new security methodologies."
B,ai-research,0,Senior Full-Stack Engineer,Irregular,"Tel Aviv, Israel",Mid (5–9 years experience),,Full-time,4 August 2026,Software engineering,"real vacancy, salary unknown - verify before working",Build and own full-stack product features end-to-end for next-generation AI security platforms.
B,cyber-offensive,0,Assistant AI Security Software Engineer,"Carnegie Mellon University, Software EngineeringInstitute","Pittsburgh, PA, USA",Junior (1–4 years experience),,Full-time,4 August 2026,"Software engineering, Information security","real vacancy, salary unknown - verify before working",Use machine learning and software engineering practices to develop prototypes and tools for AI security.
B,ai-research,0,Senior DevOps Engineer,Irregular,"Tel Aviv, Israel",Mid (5–9 years experience),,Full-time,4 August 2026,Software engineering,"real vacancy, salary unknown - verify before working","Own cloud infrastructure supporting frontier AI systems with enterprise-grade scalability, security, and reliability."
B,ai-research,0,"Member of Technical Staff, Design Engineer",Valthos,Global,"Junior (1–4 years experience), Mid (5–9 years experience)",,Full-time,30 July 2026,Software engineering,"real vacancy, salary unknown - verify before working","Own the design and frontend implementation of core product experiences, from early concepts through production."
B,comms-marketing,0,"Member of Technical Staff, Applied Computational Biology",Valthos,"New York, NY, USASan Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)",,Full-time,30 July 2026,Communications,"real vacancy, salary unknown - verify before working","Bridge research and customers, owning computational biology contributions to customer engagements and translating capabilities into solutions."
B,cyber-offensive,0,Technical AI Safety Upskilling Resources,"80,000",Remote (Global),Multiple experience levels,,Other,27 July 2026,"Research, Software engineering, Engineering, Information security","real vacancy, salary unknown - verify before working","HoursSometimes, our advising team speaks to people who have enthusiasm for technical AI safety and a related skill set but need concrete ideas for how to enter the field."
B,ai-research,0,"Senior Research Scientist, AI Safety Evaluations",Faculty,"London, UK",Mid (5–9 years experience),,Full-time,27 July 2026,Research,"real vacancy, salary unknown - verify before working",Lead the development of safety evaluations to quantify AI risks and drive original research in evaluation methodology.
B,ai-research,0,Research Fund,Paradigm 3Paradigm 3 is funding research,Remote (Global),Multiple experience levels,,Funding,22 July 2026,Research,"real vacancy, salary unknown - verify before working",
B,nonprofit-ops-exec,0,"Operations Admin Lead, Executive Office",LawZero,"Montreal, Canada",Junior (1–4 years experience),,Full-time,15 July 2026,Operations,"real vacancy, salary unknown - verify before working","Manage executive operations, coordinate with partner entities, and support strategic priorities."
C,none,380000,Head of Emerging Technology and Security Initiative,Hewlett Foundation,"San Francisco Bay Area, USA",Senior (10+ years experience),"$360,000 – $400,000",Full-time,27 July 2026,Strategy,function without a recruiter supply market,"Lead a $100 million initiative addressing risks from emerging technologies including AI, biotech, and quantum computing."
C,none,300000,General Counsel,FAR AI,"Remote (USA)San Francisco Bay Area, USA","Mid (5–9 years experience), Senior (10+ years experience)","$250,000 – $350,000",Full-time,20 July 2026,Legal,function without a recruiter supply market,"Build FAR.AI's legal infrastructure as the first General Counsel, establishing governance and controls that scale."
C,none,275000,AI Resilience Partner,Convergent Research,"New York, NY, USARemote (USA)","Mid (5–9 years experience), Senior (10+ years experience)","$200,000 – $350,000",Full-time,1 September 2026,Strategy,function without a recruiter supply market,Create and own a portfolio of FROs and scientific projects advancing AI resilience and defensive capabilities.
C,none,265000,"Policy Design Manager, Conventional Weapons",Anthropic,"San Francisco Bay Area, USANew York, NY, USAWashington, DC metro area, USA","Mid (5–9 years experience), Senior (10+ years experience)","$245,000 – $285,000",Full-time,27 August 2026,Strategy,function without a recruiter supply market,"Own and maintain Anthropic's conventional weapons policy, defining acceptable boundaries for AI model use."
C,none,230000,Senior Designer,Lightcone Infrastructure,"San Francisco Bay Area, USA",Mid (5–9 years experience),"$160,000 – $300,000",Full-time,24 August 2026,Other,function without a recruiter supply market,"Create beautiful, intuitive websites and lead large-scale design projects end-to-end."
C,none,230000,"Senior Director, National Security",SL5 Task Force,"San Francisco Bay Area, USA",Senior (10+ years experience),"$180,000 – $280,000",Full-time,18 August 2026,Policy,policy function - no recruiter supply market exists,Developand maintain partnerships with US government and national security agencies on Security Level 5 datacenter standards.
C,none,210000,Policy Director,CivAI,"San Francisco Bay Area, USAWashington, DC metro area, USA","Mid (5–9 years experience), Senior (10+ years experience)","$180,000 – $240,000",Full-time,31 August 2026,Policy,policy function - no recruiter supply market exists,Research policy solutions to mitigate advanced AI risks and serve as lead for policy research and communication.
C,none,200000,Policy Advisor,Machine Intelligence Research Institute,"Washington, DC metro area, USA",Mid (5–9 years experience),"$100,000 – $300,000",Full-time,24 August 2026,Policy,policy function - no recruiter supply market exists,Conduct technical governance research and engage with policymakers to design policies reducing AI risks.
C,none,196500,"Governance Manager, Frontier AI Safety and Policy",Google DeepMind,"Washington, DC metro area, USALondon, UK",Mid (5–9 years experience),"$188,000 – $205,000",Full-time,18 August 2026,Strategy,function without a recruiter supply market,"Establish and oversee governance frameworks for frontier AI safety, connecting external standards with internal practices."
C,none,175000,Policy Analyst,CivAI,"San Francisco Bay Area, USAWashington, DC metro area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$150,000 – $200,000",Full-time,31 August 2026,"Research, Policy",policy function - no recruiter supply market exists,"Research policy solutions to advanced AI risks, including pacing mechanisms, export controls, testing programs, and safety standards."
C,none,175000,Talent Database Lead,"80,000","San Francisco Bay Area, USARemote (Global)London, UK","Junior (1–4 years experience), Mid (5–9 years experience)","£97,000 – £130,000; $139,000 – $211,000",Full-time,31 July 2026,Strategy,function without a recruiter supply market,HoursExpand the candidate database and improve data quality to match promising talent to impactful roles.
C,none,165000,"Research Scientist, Manipulation Evaluations",Apart Research,Remote (Europe),Mid (5–9 years experience),"$130,000 – $200,000",Full-time,29 July 2026,"Research, Policy",policy function - no recruiter supply market exists,Design and build novel evaluations of AI harmful manipulation for EU AI Act enforcement.
C,none,165000,Head of Policy and Research,AI Diplomatic Engagement NetworkTranslat,"San Francisco Bay Area, USA",Senior (10+ years experience),"$150,000 – $180,000",Full-time,20 July 2026,"Policy, Research",policy function - no recruiter supply market exists,
C,none,160000,Senior Product Designer,Epoch AI,Remote (Global),Mid (5–9 years experience),"$120,000 – $200,000",Full-time,1 September 2026,Strategy,function without a recruiter supply market,"Lead UI/UX design and design strategy, translating complex AI research into intuitive designs for researchers and policymakers."
C,none,157490,"Business Correspondent, Artificial Intelligence and Emerging Technologies",The,"San Francisco Bay Area, USA",Mid (5–9 years experience),"$124,979 – $190,000",Full-time,27 August 2026,Other,function without a recruiter supply market,New York TimesGenerate original reporting on Anthropic and AI industry trends.
C,none,150000,Shortform Video Creator,AI Digest,Remote (Global),Junior (1–4 years experience),$60 – $90 per hour,Part-time,27 August 2026,Other,function without a recruiter supply market,Createvideos about the [AI Village](https://theaidigest.org/village) that reach a wide audience.
C,none,150000,Longform Video Creator,AI Digest,Remote (Global),Junior (1–4 years experience),$60 – $90 per hour,"Part-time, Full-time",25 August 2026,Other,function without a recruiter supply market,Createlongform YouTube videos that translate AI Village stories and findings to reach wide audiences.
C,none,147500,Social Video Producer,Epoch AI,"San Francisco Bay Area, USA",Multiple experience levels,"$140,000 – $155,000",Full-time,1 September 2026,Other,function without a recruiter supply market,Help bring Epoch AI's research to a much broader audience.
C,none,144500,"Producer, Studio Team","80,000Hours","London, UKRemote (Global)San Francisco Bay Area, USAWashington, DC metro area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","£93,000 – £113,000; $105,000 – $184,000",Full-time,5 August 2026,Other,function without a recruiter supply market,"Support 80,000 Hours's podcast hosts in creating episodes focused on transformative AI, from conception through release."
C,none,140000,US Policy Team Member,Future of LifeInstitute,"Washington, DC metro area, USA",Mid (5–9 years experience),"$85,000 – $195,000",Full-time,26 August 2026,Policy,policy function - no recruiter supply market exists,Advance FLI's US policy work to promote safe AI governance through bipartisan engagement with Congress and stakeholders.
C,none,140000,Headhunting Associate / Specialist,"80,000 Hours","San Francisco Bay Area, USARemote (Global)London, UKWashington, DC metro area, USA",Multiple experience levels,"£72,000 – £109,000; $104,000 – $176,000",Full-time,31 July 2026,Strategy,function without a recruiter supply market,Run searches toidentify and suggest candidates for organizations working on AI safety and impact.
